name,CBO,CF,DAC,DAM,DIT,ED,LCC,LCOM4,MIT,MPC,NOA,NOC,NOLM,NOM,NOP,NORM,NSM,PF,RFC,SIX,TLOC,defect,project,bug_id
org.apache.commons.cli2.builder.SwitchBuilder,6.0,0.0133333333333333,2.0,1.0,0.0,-1.0,0.4789473684210526,7.0,0.0,14.0,10.0,0.0,1.0,11.0,1.6363636363636365,0.0,0.0,0.0,19.0,0.0,104.0,0,Clib,Cli_16_buggy
org.apache.commons.cli2.util.PreferredName,3.0,0.0266666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,26.0,0.0,199.0,0,Clib,Cli_16_buggy
org.apache.commons.cli2.resource.ResourceConstants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,91.0,0,Clib,Cli_16_buggy
org.apache.commons.cli2.option.ParentImpl,10.0,0.0666666666666666,2.0,1.0,1.0,0.0,0.8823529411764706,2.0,12.0,46.0,4.0,3.0,0.0,13.0,2.6923076923076925,0.2307692307692307,1.0,0.1,31.0,0.0177514792899408,145.0,0,Clib,Cli_16_buggy
org.apache.commons.cli.PosixParser,8.0,0.0909090909090909,2.0,1.0,1.0,0.0,1.0,1.0,11.0,55.0,4.0,0.0,0.0,6.0,1.1666666666666667,0.0,0.0,1.0,31.0,0.0,129.0,1,Clib,Cli_17_buggy
org.apache.commons.cli.Util,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,26.0,0,Clib,Cli_17_buggy
org.apache.commons.cli.PosixParser,8.0,0.0909090909090909,2.0,1.0,1.0,0.0,1.0,1.0,11.0,55.0,4.0,0.0,0.0,6.0,1.1666666666666667,0.0,0.0,1.0,31.0,0.0,126.0,1,Clib,Cli_18_buggy
org.apache.commons.cli.Util,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,26.0,0,Clib,Cli_18_buggy
org.apache.commons.cli.PosixParser,8.0,0.0909090909090909,2.0,1.0,1.0,0.0,1.0,1.0,11.0,55.0,4.0,0.0,0.0,5.0,1.2,0.0,0.0,1.0,30.0,0.0,124.0,1,Clib,Cli_19_buggy
org.apache.commons.cli.Util,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,26.0,0,Clib,Cli_19_buggy
org.apache.commons.cli.CommandLine,11.0,0.1071428571428571,0.0,1.0,0.0,0.0,0.8333333333333334,2.0,0.0,39.0,4.0,0.0,5.0,13.0,0.9230769230769232,0.0,0.0,0.0,28.0,0.0,109.0,1,Clib,Cli_1_buggy
org.apache.commons.cli.OptionBuilder,3.0,0.0357142857142857,1.0,1.0,0.0,-1.0,0.4329004329004329,3.0,0.0,13.0,9.0,0.0,7.0,20.0,0.55,0.0,28.0,0.0,22.0,0.0,138.0,0,Clib,Cli_1_buggy
org.apache.commons.cli.PosixParser,8.0,0.0909090909090909,2.0,1.0,1.0,0.0,1.0,1.0,11.0,54.0,4.0,0.0,0.0,5.0,1.2,0.0,0.0,1.0,30.0,0.0,123.0,1,Clib,Cli_20_buggy
org.apache.commons.cli.Util,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,26.0,0,Clib,Cli_20_buggy
org.apache.commons.cli2.WriteableCommandLine,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,24.0,0.0,0.0,0.0,1.0,9.0,3.333333333333333,0.0,0.0,1.0,0.0,0.0,13.0,1,Clib,Cli_21_buggy
org.apache.commons.cli2.option.GroupImpl,17.0,0.08,0.0,1.0,1.0,-1.0,0.6492307692307693,5.0,14.0,132.0,8.0,0.0,1.0,19.0,2.210526315789474,0.2105263157894736,0.0,1.0,51.0,0.0110803324099723,393.0,1,Clib,Cli_21_buggy
org.apache.commons.cli2.commandline.WriteableCommandLineImpl,15.0,0.0266666666666666,0.0,1.0,1.0,-1.0,0.1481481481481481,7.0,14.0,76.0,9.0,0.0,3.0,22.0,2.272727272727273,0.1818181818181818,0.0,1.0,38.0,0.0082644628099173,231.0,1,Clib,Cli_21_buggy
org.apache.commons.cli2.builder.SwitchBuilder,6.0,0.0133333333333333,2.0,1.0,0.0,-1.0,0.4789473684210526,7.0,0.0,14.0,10.0,0.0,1.0,11.0,1.6363636363636365,0.0,0.0,0.0,19.0,0.0,104.0,0,Clib,Cli_21_buggy
org.apache.commons.cli2.option.PropertyOptionTest,13.0,0.0933333333333333,0.0,0.0,2.0,1.0,0.0,17.0,10.0,104.0,0.0,0.0,0.0,17.0,0.0,0.5294117647058824,0.0,1.0,32.0,0.0622837370242214,168.0,0,Clib,Cli_21_buggy
org.apache.commons.cli2.resource.ResourceConstants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,91.0,0,Clib,Cli_21_buggy
org.apache.commons.cli.PosixParser,8.0,0.0857142857142857,1.0,1.0,1.0,0.0,1.0,1.0,11.0,45.0,3.0,0.0,0.0,5.0,1.2,0.0,0.0,1.0,28.0,0.0,109.0,1,Clib,Cli_22_buggy
org.apache.commons.cli.TypeHandlerValidator,4.0,0.0285714285714285,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,2.0,2.5,0.0,0.0,0.0,46.0,0.0,145.0,0,Clib,Cli_22_buggy
org.apache.commons.cli.HelpFormatter,17.0,0.0909090909090909,0.0,0.0,0.0,-2.0,0.0545454545454545,28.0,0.0,149.0,16.0,0.0,9.0,38.0,2.4473684210526314,0.0,8.0,0.0,65.0,0.0,399.0,1,Clib,Cli_23_buggy
org.apache.commons.cli.Util,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,26.0,0,Clib,Cli_23_buggy
org.apache.commons.cli.HelpFormatter,17.0,0.0909090909090909,0.0,0.0,0.0,-2.0,0.0545454545454545,28.0,0.0,150.0,16.0,0.0,9.0,38.0,2.4473684210526314,0.0,8.0,0.0,65.0,0.0,401.0,1,Clib,Cli_24_buggy
org.apache.commons.cli.Util,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,26.0,0,Clib,Cli_24_buggy
org.apache.commons.cli.HelpFormatter,16.0,0.0909090909090909,0.0,0.0,0.0,-1.0,0.0545454545454545,28.0,0.0,149.0,16.0,0.0,9.0,38.0,2.4473684210526314,0.0,8.0,0.0,64.0,0.0,402.0,1,Clib,Cli_25_buggy
org.apache.commons.cli.Util,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,26.0,0,Clib,Cli_25_buggy
org.apache.commons.cli.OptionBuilder,3.0,0.0303030303030303,1.0,1.0,0.0,-1.0,0.4329004329004329,3.0,0.0,14.0,9.0,0.0,7.0,20.0,0.55,0.0,28.0,0.0,22.0,0.0,139.0,1,Clib,Cli_26_buggy
org.apache.commons.cli.Util,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,26.0,0,Clib,Cli_26_buggy
org.apache.commons.cli.OptionGroup,7.0,0.0571428571428571,0.0,1.0,0.0,-1.0,0.1818181818181818,5.0,0.0,27.0,4.0,0.0,0.0,8.0,0.375,0.0,1.0,0.0,19.0,0.0,74.0,1,Clib,Cli_27_buggy
org.apache.commons.cli.HelpFormatterTest,12.0,0.1428571428571428,0.0,1.0,1.0,1.0,0.2647058823529412,9.0,0.0,253.0,1.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,54.0,0.0,351.0,0,Clib,Cli_27_buggy
org.apache.commons.cli.Parser,17.0,0.2162162162162162,2.0,1.0,0.0,-2.0,0.4,4.0,0.0,71.0,3.0,3.0,3.0,11.0,2.1818181818181817,0.0,0.0,0.0,50.0,0.0,192.0,1,Clib,Cli_28_buggy
org.apache.commons.cli.CommandLine,14.0,0.1081081081081081,0.0,1.0,0.0,1.0,0.4945054945054945,5.0,0.0,68.0,3.0,0.0,5.0,16.0,0.9375,0.0,1.0,0.0,36.0,0.0,151.0,0,Clib,Cli_28_buggy
org.apache.commons.cli.Util,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,28.0,1,Clib,Cli_29_buggy
org.apache.commons.cli.CommandLine,14.0,0.1081081081081081,0.0,1.0,0.0,1.0,0.4945054945054945,5.0,0.0,68.0,3.0,0.0,5.0,16.0,0.9375,0.0,1.0,0.0,36.0,0.0,151.0,0,Clib,Cli_29_buggy
org.apache.commons.cli.PosixParser,7.0,0.1071428571428571,2.0,1.0,1.0,0.0,1.0,1.0,8.0,53.0,4.0,0.0,0.0,6.0,1.1666666666666667,0.0,0.0,1.0,29.0,0.0,134.0,1,Clib,Cli_2_buggy
org.apache.commons.cli.OptionBuilder,3.0,0.0357142857142857,1.0,1.0,0.0,-1.0,0.4329004329004329,3.0,0.0,13.0,9.0,0.0,7.0,20.0,0.55,0.0,28.0,0.0,22.0,0.0,138.0,0,Clib,Cli_2_buggy
org.apache.commons.cli.DefaultParser,16.0,0.2432432432432432,3.0,1.0,0.0,-3.0,0.7207977207977208,5.0,0.0,159.0,7.0,0.0,3.0,23.0,1.4782608695652173,0.0,0.0,0.0,76.0,0.0,365.0,1,Clib,Cli_30_buggy
org.apache.commons.cli.Parser,17.0,0.2162162162162162,2.0,1.0,0.0,-2.0,0.3333333333333333,5.0,0.0,73.0,3.0,3.0,3.0,12.0,2.083333333333333,0.0,0.0,0.0,51.0,0.0,196.0,1,Clib,Cli_30_buggy
org.apache.commons.cli.MissingArgumentException,1.0,0.027027027027027,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.6666666666666666,0.0,0.0,1.0,2.0,0.0,15.0,0,Clib,Cli_30_buggy
org.apache.commons.cli.OptionBuilder,3.0,0.027027027027027,1.0,1.0,0.0,-1.0,0.4329004329004329,3.0,0.0,14.0,9.0,0.0,7.0,20.0,0.55,0.0,28.0,0.0,22.0,0.0,145.0,0,Clib,Cli_30_buggy
org.apache.commons.cli.HelpFormatter,16.0,0.081081081081081,0.0,0.0,0.0,-1.0,0.0782312925170068,28.0,0.0,155.0,18.0,0.0,9.0,40.0,2.35,0.0,8.0,0.0,66.0,0.0,420.0,1,Clib,Cli_31_buggy
